word,pos,cefr
consequence,noun,A2
consequently,adverb,A2
conservation,noun,A2
conservative,adjective,A2
consider,verb,A2
considerable,adjective,A2
considerably,adverb,A2
consideration,noun,A2
considering,conjunction,A2
considering,preposition,A2
consist,verb,A2
consistent,adjective,A2
consolation,noun,A2
console,verb,A2
consonant,noun,A2
constant,adjective,A2
constantly,adverb,A2
constitute,verb,A2
constitution,noun,A2
construct,verb,A2
construction,noun,A2
consult,verb,A2
consultant,noun,A2
consume,verb,A2
consumer,noun,A2
consumption,noun,A2
contact,noun,A2
contact,verb,A2
contain,verb,A2
container,noun,A2
contaminate,verb,A2
contemporary,adjective,A2
contempt,noun,A2
content,adjective,A2
content,noun,A2
contest,noun,A2
context,noun,A2
continent,noun,A2
continual,adjective,A2
continually,adverb,A2
continue,verb,A2
continuous,adjective,A2
continuously,adverb,A2
contract,noun,A2
contradict,verb,A2
contradiction,noun,A2
contradictory,adjective,A2
contrary,adjective,A2
contrast,noun,A2
contribute,verb,A2
contribution,noun,A2
control,noun,A2
control,verb,A2
controversial,adjective,A2
controversy,noun,A2
convenience,noun,A2
convenient,adjective,A2
conveniently,adverb,A2
convention,noun,A2
conventional,adjective,A2
conversation,noun,A2
converse,noun,A2
conversely,adverb,A2
conversion,noun,A2
convert,verb,A2
convey,verb,A2
convince,verb,A2
convinced,adjective,A2
cook,noun,A2
cook,verb,A2
cooker,noun,A2
cookie,noun,A2
cooking,noun,A2
cool,adjective,A2
cool,verb,A2
cooler,noun,A2
cooperate,verb,A2
cooperation,noun,A2
cooperative,adjective,A2
cop,noun,A2
cope,verb,A2
copper,noun,A2
copy,noun,A2
copy,verb,A2
copyright,noun,A2
coral,noun,A2
core,noun,A2
corn,noun,A2
corner,noun,A2
cornerstone,noun,A2
cornet,noun,A2
corona,noun,A2
corporal,adjective,A2
corporate,adjective,A2
corporation,noun,A2
correct,adjective,A2
correct,verb,A2
correction,noun,A2
correctly,adverb,A2
correctness,noun,A2
correspond,verb,A2
correspondence,noun,A2
correspondent,noun,A2
corresponding,adjective,A2
corridor,noun,A2
corrupt,adjective,A2
corruption,noun,A2
cost,noun,A2
cost,verb,A2
costly,adjective,A2
costume,noun,A2
cottage,noun,A2
cotton,noun,A2
couch,noun,A2
cough,noun,A2
cough,verb,A2
could,modal auxiliary,A2
council,noun,A2
counseling/counselling,noun,A2
count,noun,A2
count,verb,A2
counter,noun,A2
counter,verb,A2
countless,adjective,A2
country,noun,A2
countryman,noun,A2
countryside,noun,A2
countrywide,adjective,A2
county,noun,A2
couple,noun,A2
courage,noun,A2
courageous,adjective,A2
courgette,noun,A2
course,noun,A2
court,noun,A2
courtesy,noun,A2
cousin,noun,A2
cover,noun,A2
cover,verb,A2
cow,noun,A2
coward,noun,A2
cowardly,adjective,A2
coziness/cosiness,noun,A2
cozy/cosy,adjective,A2
crab,noun,A2
crack,noun,A2
crack,verb,A2
craft,noun,A2
craftsman,noun,A2
crash,noun,A2
crash,verb,A2
crater,noun,A2
crawl,verb,A2
crazy,adjective,A2
cream,adjective,A2
cream,noun,A2
crease,noun,A2
create,verb,A2
creation,noun,A2
creative,adjective,A2
creatively,adverb,A2
creativity,noun,A2
creator,noun,A2
creature,noun,A2
credit,noun,A2
credit card,noun,A2
creek,noun,A2
creepy,adjective,A2
crew,noun,A2
cricket,noun,A2
crime,noun,A2
criminal,adjective,A2
criminal,noun,A2
cripple,noun,A2
crisis,noun,A2
crisp,noun,A2
critic,noun,A2
critical,adjective,A2
critically,adverb,A2
criticism,noun,A2
criticize/criticise,verb,A2
crocodile,noun,A2
crop,noun,A2
cross,noun,A2
cross,verb,A2
crossing,noun,A2
crossly,adverb,A2
crossroads,noun,A2
crow,noun,A2
crowd,noun,A2
crowded,adjective,A2
crown,noun,A2
crucial,adjective,A2
cruel,adjective,A2
cruelly,adverb,A2
cruelty,noun,A2
cruise,noun,A2
cruise,verb,A2
crush,noun,A2
cry,noun,A2
cry,verb,A2
crystallize/crystallise,verb,A2
cube,noun,A2
cubism,noun,A2
cucumber,noun,A2
cuff,noun,A2
culmination,noun,A2
cultivate,verb,A2
cultural,adjective,A2
culturally,adverb,A2
culture,noun,A2
cup,noun,A2
cupboard,noun,A2
cure,noun,A2
cure,verb,A2
curiosity,noun,A2
curious,adjective,A2
curiously,adverb,A2
curl,noun,A2
curly,adjective,A2
currency,noun,A2
current,adjective,A2
currently,adverb,A2
curriculum,noun,A2
curry,noun,A2
curse,noun,A2
cursor,noun,A2
curtain,noun,A2
curve,noun,A2
cushion,noun,A2
custom,noun,A2
customer,noun,A2
customs,noun,A2
cut,noun,A2
cut,verb,A2
cute,adjective,A2
CV,noun,A2
cyberaddict,noun,A2
cybercafe/cybercafÁE©,noun,A2
cybercrime,noun,A2
cyberpet,noun,A2
cyberschool,noun,A2
cyberspace,noun,A2
cycle,noun,A2
cycle,verb,A2
cycling,noun,A2
cyclist,noun,A2
dad,noun,A2
daddy,noun,A2
daft,adjective,A2
daily,adjective,A2
daily,adverb,A2
daisy,noun,A2
dam,noun,A2
damage,noun,A2
damage,verb,A2
damaged,adjective,A2
damn,adjective,A2
damn,adverb,A2
damn,interjection,A2
damp,adjective,A2
dance,noun,A2
dance,verb,A2
dancer,noun,A2
dancing,noun,A2
dandelion,noun,A2
danger,noun,A2
dangerous,adjective,A2
dangerously,adverb,A2
dare,verb,A2
dark,adjective,A2
darkness,noun,A2
darling,adjective,A2
darling,noun,A2
dash,noun,A2
dash,verb,A2
data,noun,A2
database,noun,A2
date,noun,A2
date,verb,A2
dated,adjective,A2
dating,noun,A2
daughter,noun,A2
daughter-in-law,noun,A2
dawn,noun,A2
day,noun,A2
daylight,noun,A2
daytime,noun,A2
daze,noun,A2
dazzle,noun,A2
de facto,adjective,A2
dead,adjective,A2
deadline,noun,A2
deadly,adjective,A2
deaf,adjective,A2
deal,noun,A2
deal,verb,A2
dealer,noun,A2
dear,adjective,A2
dear,noun,A2
dearly,adverb,A2
death,noun,A2
debate,noun,A2
debit,noun,A2
debit,verb,A2
debit card,noun,A2
debris,noun,A2
debt,noun,A2
decade,noun,A2
decay,verb,A2
deceive,verb,A2
December,noun,A2
decent,adjective,A2
deceptive,adjective,A2
decide,verb,A2
decision,noun,A2
decisive,adjective,A2
deck,noun,A2
declaration,noun,A2
declare,verb,A2
decline,noun,A2
decline,verb,A2
decomposition,noun,A2
decorate,verb,A2
decoration,noun,A2
decorative,adjective,A2
decrease,noun,A2
decrease,verb,A2
dedicate,verb,A2
dedication,noun,A2
deduce,verb,A2
deduction,noun,A2
deed,noun,A2
deem,verb,A2
deep,adjective,A2
deep,adverb,A2
deeply,adverb,A2
deer,noun,A2
defeat,noun,A2
defeat,verb,A2
defend,verb,A2
defender,noun,A2
defense/defence,noun,A2
deficiency,noun,A2
deficit,noun,A2
define,verb,A2
definite,adjective,A2
definite article,noun,A2
definitely,adverb,A2
definition,noun,A2
deforestation,noun,A2
defy,verb,A2
degree,noun,A2
dehumanize/dehumanise,verb,A2
delay,noun,A2
delay,verb,A2
delegate,noun,A2
delete,verb,A2
deliberate,adjective,A2
deliberately,adverb,A2
delicacy,noun,A2
delicate,adjective,A2
delicately,adverb,A2
delicious,adjective,A2
delight,noun,A2
delight,verb,A2
delighted,adjective,A2
delightful,adjective,A2
deliver,verb,A2
delivery,noun,A2
demand,noun,A2
demand,verb,A2
demanding,adjective,A2
democracy,noun,A2
democratic,adjective,A2
demolish,verb,A2
demonstrate,verb,A2
demonstration,noun,A2
denim,noun,A2
dense,adjective,A2
densely,adverb,A2
dental,adjective,A2
dentist,noun,A2
deny,verb,A2
depart,verb,A2
department,noun,A2
department store,noun,A2
departure,noun,A2
depend,verb,A2
dependable,adjective,A2
dependent,adjective,A2
deposit,noun,A2
deposit,verb,A2
depressed,adjective,A2
depressing,adjective,A2
depression,noun,A2
deprive,verb,A2
depth,noun,A2
deputy,noun,A2
derive,verb,A2
descend,verb,A2
describe,verb,A2
description,noun,A2
descriptive,adjective,A2
desert,noun,A2
deserve,verb,A2
design,noun,A2
design,verb,A2
designer,adjective,A2
designer,noun,A2
desirable,adjective,A2
desire,noun,A2
desire,verb,A2
desk,noun,A2
desktop,noun,A2
desolation,noun,A2
despair,noun,A2
desperate,adjective,A2
desperately,adverb,A2
desperation,noun,A2
despise,verb,A2
despite,preposition,A2
dessert,noun,A2
destination,noun,A2
destiny,noun,A2
destroy,verb,A2
destruction,noun,A2
destructive,adjective,A2
detach,verb,A2
detachment,noun,A2
detail,noun,A2
detailed,adjective,A2
detect,verb,A2
detective,noun,A2
determination,noun,A2
determine,verb,A2
determined,adjective,A2
determiner,noun,A2
devastate,verb,A2
devastating,adjective,A2
develop,verb,A2
developed,adjective,A2
developing,adjective,A2
development,noun,A2
device,noun,A2
devil,noun,A2
devote,verb,A2
devoted,adjective,A2
devotion,noun,A2
diagram,noun,A2
dial,noun,A2
dial,verb,A2
dialog/dialogue,noun,A2
diameter,noun,A2
diamond,noun,A2
diaper,noun,A2
diarrhea/diarrhoea,noun,A2
diary,noun,A2
dictator,noun,A2
dictionary,noun,A2
did,do-verb,A2
die,verb,A2
diet,noun,A2
differ,verb,A2
difference,noun,A2
different,adjective,A2
differently,adverb,A2
difficult,adjective,A2
difficulty,noun,A2
dig,noun,A2
dig,verb,A2
digest,noun,A2
digital,adjective,A2
digital camera,noun,A2
dignify,verb,A2
dignity,noun,A2
dilemma,noun,A2
diligence,noun,A2
diligent,adjective,A2
dim,adjective,A2
dime,noun,A2
dimension,noun,A2
dining room,noun,A2
dinner,noun,A2
dinosaur,noun,A2
dioxide,noun,A2
dip,verb,A2
diphtheria,noun,A2
diploma,noun,A2
diplomat,noun,A2
direct,adjective,A2
direct,verb,A2
direction,noun,A2
directly,adverb,A2
director,noun,A2
dirt,noun,A2
dirty,adjective,A2
disability,noun,A2
disable,verb,A2
disabled,adjective,A2
disadvantage,noun,A2
disagree,verb,A2
disagreement,noun,A2
disappear,verb,A2
disappearance,noun,A2
disappoint,verb,A2
disappointed,adjective,A2
disappointing,adjective,A2
disappointment,noun,A2
disapproval,noun,A2
disapprove,verb,A2
disaster,noun,A2
disastrous,adjective,A2
disc jockey/disk jockey,noun,A2
discharge,noun,A2
disciple,noun,A2
discipline,noun,A2
disco,noun,A2
discomfort,noun,A2
disconnect,verb,A2
discount,noun,A2
discourage,verb,A2
discover,verb,A2
discovery,noun,A2
discredit,verb,A2
discriminate,verb,A2
discrimination,noun,A2
discuss,verb,A2
discussion,noun,A2
disease,noun,A2
disgrace,noun,A2
disguise,noun,A2
disguise,verb,A2
disgusting,adjective,A2
dish,noun,A2
dishonest,adjective,A2
dishonesty,noun,A2
dishwasher,noun,A2
disillusion,verb,A2
disk/disc,noun,A2
dislike,noun,A2
dislike,verb,A2
dismiss,verb,A2
disorder,noun,A2
disorderly,adjective,A2
disorganized/disorganised,adjective,A2
dispensable,adjective,A2
displace,verb,A2
display,noun,A2
display,verb,A2
displeasure,noun,A2
disposal,noun,A2
disposition,noun,A2
dispute,noun,A2
disqualify,verb,A2
disregard,noun,A2
disrupt,verb,A2
dissatisfaction,noun,A2
dissatisfied,adjective,A2
dissident,noun,A2
dissolve,verb,A2
distance,noun,A2
distant,adjective,A2
distinction,noun,A2
distinctly,adverb,A2
distinguish,verb,A2
distinguished,adjective,A2
distortion,noun,A2
distract,verb,A2
distraction,noun,A2
distressing,adjective,A2
distribute,verb,A2
distribution,noun,A2
distributor,noun,A2
district,noun,A2
disturb,verb,A2
disturbance,noun,A2
dive,noun,A2
dive,verb,A2
diver,noun,A2
diverse,adjective,A2
diversion,noun,A2
divert,verb,A2
divide,noun,A2
divide,verb,A2
divided,adjective,A2
divine,adjective,A2
diving,noun,A2
division,noun,A2
divorce,noun,A2
divorce,verb,A2
divorced,adjective,A2
dizzy,adjective,A2
DJ,noun,A2
DNA,noun,A2
do,do-verb,A2
doc,noun,A2
dock,noun,A2
doctor/Dr./Dr,noun,A2
document,noun,A2
documentary,noun,A2
does,do-verb,A2
dog,noun,A2
doing,do-verb,A2
doll,noun,A2
dollar,noun,A2
dolphin,noun,A2
domestic,adjective,A2
dominate,verb,A2
donate,verb,A2
donation,noun,A2
done,do-verb,A2
donkey,noun,A2
doom,noun,A2
door,noun,A2
doorkeeper,noun,A2
doorway,noun,A2
dorm,noun,A2
dormitory,noun,A2
dose,noun,A2
dot,noun,A2
double,adjective,A2
double,noun,A2
double,verb,A2
doubly,adverb,A2
doubt,noun,A2
doubt,verb,A2
doubtful,adjective,A2
dove,noun,A2
down,adjective,A2
down,adverb,A2
down,preposition,A2
downfall,noun,A2
download,noun,A2
download,verb,A2
downsize,verb,A2
downstairs,adjective,A2
downstairs,adverb,A2
downtown,adverb,A2
downward,adjective,A2
dowry,noun,A2
doze,noun,A2
dozen,determiner,A2
dozen,noun,A2
draft/draught,noun,A2
drag,verb,A2
drain,noun,A2
drain,verb,A2
drama,noun,A2
dramatic,adjective,A2
dramatically,adverb,A2
drapery,noun,A2
draw,noun,A2
draw,verb,A2
drawer,noun,A2
drawing,noun,A2
dread,verb,A2
dreadful,adjective,A2
dream,noun,A2
dream,verb,A2
dreamy,adjective,A2
dress,noun,A2
dress,verb,A2
dressed,adjective,A2
drill,noun,A2
drink,noun,A2
drink,verb,A2
drinkable,adjective,A2
drive,noun,A2
drive,verb,A2
driver,noun,A2
driver's license/driving licence,noun,A2
droop,noun,A2
drop,noun,A2
drop,verb,A2
dropout,noun,A2
drought,noun,A2
drown,verb,A2
drug,noun,A2
drugstore,noun,A2
drum,noun,A2
drunk,adjective,A2
dry,adjective,A2
dry,verb,A2
duck,noun,A2
dude,noun,A2
due,adjective,A2
duel,noun,A2
dull,adjective,A2
dumb,adjective,A2
dump,noun,A2
dump,verb,A2
duplicate,noun,A2
duplication,noun,A2
during,preposition,A2
dust,noun,A2
dustbin,noun,A2
dusty,adjective,A2
duty,noun,A2
duty-free,adjective,A2
duvet,noun,A2
DVD,noun,A2
dwarf,noun,A2
dye,noun,A2
dynamic,adjective,A2
dynasty,noun,A2
each,determiner,A2
each,pronoun,A2
each other,pronoun,A2
eager,adjective,A2
eagerly,adverb,A2
eagerness,noun,A2
eagle,noun,A2
ear,noun,A2
earache,noun,A2
early,adjective,A2
early,adverb,A2
earn,verb,A2
earnest,adjective,A2
earnings,noun,A2
earring,noun,A2
earth,noun,A2
earthquake,noun,A2
ease,noun,A2
ease,verb,A2
easily,adverb,A2
east,adjective,A2
east,adverb,A2
east,noun,A2
eastern,adjective,A2
eastward,adverb,A2
easy,adjective,A2
easygoing/easy-going,adjective,A2
eat,verb,A2
eco,noun,A2
ecological,adjective,A2
ecologically,adverb,A2
ecologist,noun,A2
ecology,noun,A2
economic,adjective,A2
economical,adjective,A2
economics,noun,A2
economist,noun,A2
economy,noun,A2
ecosystem,noun,A2
ecstasy,noun,A2
ecstatic,adjective,A2
edge,noun,A2
edit,noun,A2
edit,verb,A2
edition,noun,A2
editor,noun,A2
editorial,noun,A2
educate,verb,A2
educated,adjective,A2
education,noun,A2
educational,adjective,A2
educator,noun,A2
effect,noun,A2
effective,adjective,A2
effectively,adverb,A2
effectiveness,noun,A2
efficiency,noun,A2
efficient,adjective,A2
effort,noun,A2
egg,noun,A2
eight,number,A2
eighteen,number,A2
eighty,number,A2
either,adverb,A2
either,conjunction,A2
either,determiner,A2
either,pronoun,A2
elbow,noun,A2
elderly,adjective,A2
elect,verb,A2
election,noun,A2
elective,adjective,A2
electric,adjective,A2
electrical,adjective,A2
electrician,noun,A2
electricity,noun,A2
electron,noun,A2
electronic,adjective,A2
electronically,adverb,A2
electronics,noun,A2
elegance,noun,A2
elegant,adjective,A2
elegantly,adverb,A2
element,noun,A2
elemental,adjective,A2
elementary,adjective,A2
elephant,noun,A2
elevator,noun,A2
eleven,number,A2
eligible,adjective,A2
eliminate,verb,A2
elite,noun,A2
eloquence,noun,A2
eloquent,adjective,A2
else,adverb,A2
elsewhere,adverb,A2
email,verb,A2
email/e-mail/E-mail,noun,A2
embarrass,verb,A2
embarrassed,adjective,A2
embarrassing,adjective,A2
embarrassment,noun,A2
embassy,noun,A2
embrace,noun,A2
emerge,verb,A2
emergence,noun,A2
emergency,noun,A2
emotion,noun,A2
emotional,adjective,A2
emotionally,adverb,A2
emperor,noun,A2
emphasis,noun,A2
emphasize/emphasize,verb,A2
emphatically,adverb,A2
empire,noun,A2
employ,verb,A2
employee,noun,A2
employer,noun,A2
employment,noun,A2
empty,adjective,A2
enable,verb,A2
enclose,verb,A2
encounter,noun,A2
encounter,verb,A2
encourage,verb,A2
encouragement,noun,A2
encouraging,adjective,A2
encyclopedia/encyclopaedia,noun,A2
end,noun,A2
end,verb,A2
endanger,verb,A2
endangered,adjective,A2
endeavor/endeavour,noun,A2
ending,noun,A2
endless,adjective,A2
endlessly,adverb,A2
endorse,verb,A2
endurance,noun,A2
endure,verb,A2
enduring,adjective,A2
enemy,noun,A2
energetic,adjective,A2
energy,noun,A2
enforce,verb,A2
engage,verb,A2
engaged,adjective,A2
engagement,noun,A2
engine,noun,A2
engineer,noun,A2
engineering,noun,A2
Englishman,noun,A2
engulf,verb,A2
enhance,verb,A2
enjoy,verb,A2
enjoyable,adjective,A2
enjoyment,noun,A2
enormous,adjective,A2
enough,adverb,A2
enough,determiner,A2
enough,pronoun,A2
enrich,verb,A2
enroll/enrol,verb,A2
ensure,verb,A2
enter,verb,A2
enterprise,noun,A2
entertain,verb,A2
entertainer,noun,A2
entertaining,adjective,A2
entertainment,noun,A2
enthusiasm,noun,A2
enthusiast,noun,A2
enthusiastic,adjective,A2
enthusiastically,adverb,A2
entire,adjective,A2
entirely,adverb,A2
entitle,verb,A2
entrance,noun,A2
entrepreneur,noun,A2
entry,noun,A2
envelope,noun,A2
environment,noun,A2
environmental,adjective,A2
environmentalist,noun,A2
environmentally,adverb,A2
environmentally friendly,adjective,A2
envy,noun,A2
envy,verb,A2
episode,noun,A2
equal,adjective,A2
equal,noun,A2
equal,verb,A2
equality,noun,A2
equally,adverb,A2
equation,noun,A2
equip,verb,A2
equipment,noun,A2
equity,noun,A2
era,noun,A2
erect,adjective,A2
error,noun,A2
erupt,verb,A2
eruption,noun,A2
escalator,noun,A2
escape,noun,A2
escape,verb,A2
especially,adverb,A2
essay,noun,A2
essayist,noun,A2
essence,noun,A2
essential,adjective,A2
essentially,adverb,A2
establish,verb,A2
establishment,noun,A2
estate,noun,A2
estimate,noun,A2
estimate,verb,A2
estimated,adjective,A2
eternal,adjective,A2
eternally,adverb,A2
eternity,noun,A2
ethic,noun,A2
ethnic,adjective,A2
euro,noun,A2
evacuate,verb,A2
evacuation,noun,A2
evaluate,verb,A2
evaluation,noun,A2
even,adjective,A2
even,adverb,A2
evening,noun,A2
evenly,adverb,A2
event,noun,A2
eventually,adverb,A2
ever,adverb,A2
everlasting,adjective,A2
every,determiner,A2
everybody,pronoun,A2
everyday,adjective,A2
everyone,pronoun,A2
everything,pronoun,A2
everywhere,adverb,A2
evidence,noun,A2
evident,adjective,A2
evidently,adverb,A2
evil,adjective,A2
evil,noun,A2
evolution,noun,A2
evolve,verb,A2
exact,adjective,A2
exactly,adverb,A2
exactness,noun,A2
exaggerate,noun,A2
exaggeration,noun,A2
exalt,verb,A2
exam,noun,A2
examination,noun,A2
examine,verb,A2
examinee,noun,A2
examiner,noun,A2
example,noun,A2
exceed,verb,A2
excel,verb,A2
excellence,noun,A2
excellent,adjective,A2
except,conjunction,A2
except,preposition,A2
exception,noun,A2
exceptional,adjective,A2
exceptionally,adverb,A2
excess,noun,A2
excessive,adjective,A2
exchange,noun,A2
exchange,verb,A2
exchange rate,noun,A2
excited,adjective,A2
excitedly,adverb,A2
excitement,noun,A2
exciting,adjective,A2
exclaim,verb,A2
exclamation mark,noun,A2
exclude,verb,A2
exclusion,noun,A2
exclusive,adjective,A2
exclusively,adverb,A2
excursion,noun,A2
excuse,noun,A2
excuse,verb,A2
execute,verb,A2
execution,noun,A2
executive,adjective,A2
executive,noun,A2
exercise,noun,A2
exercise,verb,A2
exhaust,noun,A2
exhausted,adjective,A2
exhausting,adjective,A2
exhaustion,noun,A2
exhibit,verb,A2
exhibition,noun,A2
exile,noun,A2
exist,verb,A2
existence,noun,A2
existing,adjective,A2
exit,noun,A2
exit,verb,A2
exotic,adjective,A2
expand,verb,A2
expansion,noun,A2
expect,verb,A2
expectation,noun,A2
expected,adjective,A2
expedition,noun,A2
expense,noun,A2
expensive,adjective,A2
experience,noun,A2
experience,verb,A2
experienced,adjective,A2
experiment,noun,A2
experiment,verb,A2
expert,adjective,A2
expert,noun,A2
explain,verb,A2
explanation,noun,A2
explode,verb,A2
exploit,verb,A2
exploration,noun,A2
explore,verb,A2
explorer,noun,A2
explosion,noun,A2
explosive,adjective,A2
explosive,noun,A2
export,noun,A2
export,verb,A2
expose,verb,A2
express,noun,A2
express,verb,A2
expression,noun,A2
expressive,adjective,A2
exquisite,adjective,A2
extend,verb,A2
extension,noun,A2
extensive,adjective,A2
extensively,adverb,A2
extent,noun,A2
external,adjective,A2
extinct,adjective,A2
extinction,noun,A2
extra,adjective,A2
extra,adverb,A2
extra,noun,A2
extract,noun,A2
extract,verb,A2
extraordinarily,adverb,A2
extraordinary,adjective,A2
extreme,adjective,A2
extreme sports,noun,A2
extremely,adverb,A2
exultant,adjective,A2
eye,noun,A2
eyebrow,noun,A2
eyelash,noun,A2
eyelid,noun,A2
eyesight,noun,A2
fabric,noun,A2
fabulous,adjective,A2
face,noun,A2
face,verb,A2
face to face,adverb,A2
face-to-face,adjective,A2
facilitate,verb,A2
facilities,noun,A2
facility,noun,A2
fact,noun,A2
factor,noun,A2
factory,noun,A2
faculty,noun,A2
fade,verb,A2
fail,verb,A2
failure,noun,A2
faint,adjective,A2
faint,verb,A2
fair,adjective,A2
fair,noun,A2
fairly,adverb,A2
fairy,noun,A2
faith,noun,A2
faithful,adjective,A2
fake,adjective,A2
fall,noun,A2
fall,verb,A2
fallen,adjective,A2
FALSE,adjective,A2
falter,verb,A2
fame,noun,A2
familiar,adjective,A2
familiarize/familiarise,verb,A2
family,noun,A2
famous,adjective,A2
fan,noun,A2
fancy,adjective,A2
fancy,noun,A2
fancy,verb,A2
fantastic,adjective,A2
fantastically,adverb,A2
fantasy,noun,A2
far,adjective,A2
far,adverb,A2
faraway,adjective,A2
fare,noun,A2
farewell,noun,A2
farm,noun,A2
farmer,noun,A2
farming,noun,A2
farmland,noun,A2
farther,adverb,A2
farthest,adverb,A2
fascinate,verb,A2
fascinated,adjective,A2
fascinating,adjective,A2
fascination,noun,A2
fashion,noun,A2
fashionable,adjective,A2
fast,adjective,A2
fast,adverb,A2
fast food,noun,A2
fasten,verb,A2
fat,adjective,A2
fat,noun,A2
fatal,adjective,A2
fate,noun,A2
father,noun,A2
father-in-law,noun,A2
fault,noun,A2
faulty,adjective,A2
favor/favour,noun,A2
favorable/favourable,adjective,A2
favorite/favourite,adjective,A2
favorite/favourite,noun,A2
fax,noun,A2
fax,verb,A2
fear,noun,A2
fear,verb,A2
fearsome,adjective,A2
feast,noun,A2
feat,noun,A2
feather,noun,A2
feature,noun,A2
feature,verb,A2
February,noun,A2
fed up,adjective,A2
federal,adjective,A2
fee,noun,A2
feed,noun,A2
feed,verb,A2
feedback,noun,A2
feel,noun,A2
feel,verb,A2
feeling,noun,A2
fellow,adjective,A2
fellow,noun,A2
female,adjective,A2
female,noun,A2
fence,noun,A2
ferry,noun,A2
ferryboat,noun,A2
festival,noun,A2
festive,adjective,A2
fetch,verb,A2
fever,noun,A2
feverishly,adverb,B1
few,determiner,B1
few,pronoun,B1
fiber/fibre,noun,B1
fiction,noun,B1
fictional,adjective,B1
field,noun,B1
fierce,adjective,B1
fifteen,number,B1
fifth,noun,B1
fifty,number,B1
fight,noun,B1
fight,verb,B1
fighter,noun,B1
fighting,noun,B1
figurative,adjective,B1
figure,noun,B1
figure,verb,B1
file,noun,B1
file,verb,B1
filial,adjective,B1
fill,verb,B1
filling,noun,B1
film,noun,B1
film,verb,B1
film-maker,noun,B1
filter,noun,B1
final,adjective,B1
final,noun,B1
finally,adverb,B1
finance,noun,B1
finance,verb,B1
financial,adjective,B1
financially,adverb,B1
find,verb,B1
finding,noun,B1
fine,adjective,B1
fine,adverb,B1
fine,noun,B1
fine,verb,B1
finely,adverb,B1
finger,noun,B1
fingernail,noun,B1
finish,noun,B1
finish,verb,B1
fire,noun,B1
fire,verb,B1
fire brigade,noun,B1
fire station,noun,B1
firearm,noun,B1
firefighter,noun,B1
fireplace,noun,B1
firework,noun,B1
firm,adjective,B1
firm,noun,B1
firmly,adverb,B1
firmness,noun,B1
first,adjective,B1
first,adverb,B1
first floor,noun,B1
first lady,noun,B1
first language,noun,B1
first name,noun,B1
first person,noun,B1
first-floor,adjective,B1
firstly,adverb,B1
fiscal,adjective,B1
fish,noun,B1
fish,verb,B1
fisherman,noun,B1
fishing,noun,B1
fit,adjective,B1
fit,noun,B1
fit,verb,B1
fitness,noun,B1
five,number,B1
fix,noun,B1
fix,verb,B1
fixed,adjective,B1
flag,noun,B1
flame,noun,B1
flap,verb,B1
flash,adjective,B1
flash,noun,B1
flash,verb,B1
flat,adjective,B1
flat,adverb,B1
flat,noun,B1
flavor/flavour,noun,B1
flaw,noun,B1
flawless,adjective,B1
flax,noun,B1
flea,noun,B1
flee,verb,B1
fleet,noun,B1
flesh,noun,B1
flexibility,noun,B1
flexible,adjective,B1
flexibly,adverb,B1
flight,noun,B1
flip,verb,B1
float,noun,B1
float,verb,B1
flock,noun,B1
flood,noun,B1
flood,verb,B1
floor,noun,B1
flour,noun,B1
flow,noun,B1
flow,verb,B1
flower,noun,B1
flu,noun,B1
fluency,noun,B1
fluent,adjective,B1
fluently,adverb,B1
fluid,adjective,B1
flunk,verb,B1
flute,noun,B1
flutter,noun,B1
fly,noun,B1
fly,verb,B1
focus,noun,B1
focus,verb,B1
fog,noun,B1
foggy,adjective,B1
fold,noun,B1
fold,verb,B1
folder,noun,B1
folk,noun,B1
follow,verb,B1
follower,noun,B1
following,adjective,B1
following,preposition,B1
folly,noun,B1
fond,adjective,B1
fondly,adverb,B1
fondness,noun,B1
food,noun,B1
fool,noun,B1
fool,verb,B1
foolish,adjective,B1
foolishly,adverb,B1
foot,noun,B1
football,noun,B1
footballer,noun,B1
footnote,noun,B1
for,conjunction,B1
for,preposition,B1
forbid,verb,B1
forbidden,adjective,B1
force,noun,B1
force,verb,B1
forcefully,adverb,B1
forecast,noun,B1
forehead,noun,B1
foreign,adjective,B1
foreigner,noun,B1
foreman,noun,B1
foresee,verb,B1
forest,noun,B1
forestry,noun,B1
forever,adverb,B1
forget,verb,B1
forgive,verb,B1
fork,noun,B1
form,noun,B1
form,verb,B1
formal,adjective,B1
formally,adverb,B1
format,noun,B1
format,verb,B1
formation,noun,B1
former,adjective,B1
formerly,adverb,B1
formidable,adjective,B1
formula,noun,B1
forth,adverb,B1
forthcoming,adjective,B1
fortnight,noun,B1
fortunate,adjective,B1
fortunately,adverb,B1
fortune,noun,B1
forty,number,B1
forward,adverb,B1
foul,adjective,B1
found,verb,B1
foundation,noun,B1
fountain,noun,B1
four,number,B1
fourteen,number,B1
fox,noun,B1
fragment,noun,B1
fragrance,noun,B1
frame,noun,B1
frame,verb,B1
frank,adjective,B1
frankly,adverb,B1
frantically,adverb,B1
fraud,noun,B1
freak,verb,B1
free,adjective,B1
free,adverb,B1
free,verb,B1
freedom,noun,B1
freely,adverb,B1
freeze,verb,B1
freezer,noun,B1
freezing,adjective,B1
frequency,noun,B1
frequent,adjective,B1
frequently,adverb,B1
fresh,adjective,B1
freshman,noun,B1
Friday,noun,B1
fridge,noun,B1
fried,adjective,B1
friend,noun,B1
friendliness,noun,B1
friendly,adjective,B1
